,alff,anatomical_brain,anatomical_reorient,anatomical_to_mni_nonlinear_xfm,ants_affine_xfm,dr,falff,functional_brain_mask,functional_brain_mask_to_standard,functional_freq_filtered,functional_mni,functional_nuisance_residuals,functional_to_anat_linear_xfm,mean_functional,mni_normalized_anatomical,preprocessed,reho
0051078,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051079,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051080,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051081,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051082,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051083,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051084,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051085,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051086,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051087,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051088,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051089,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051090,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051091,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051093,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051094,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051095,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051096,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051097,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051098,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051099,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051100,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051101,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051102,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051103,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051104,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051105,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051106,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051107,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051108,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051109,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051110,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051111,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051112,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051113,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051114,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051115,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051116,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051117,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051118,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051119,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051120,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051121,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051122,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051123,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051124,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051125,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051126,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051127,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051128,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051129,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051130,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051131,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051146,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051147,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051148,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051149,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051150,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051151,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051152,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051153,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051154,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051155,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051156,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051159,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050142,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050143,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050144,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050145,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050146,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050147,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050148,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050149,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050150,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050152,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050153,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050155,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0050156,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050157,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050158,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050159,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050160,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050161,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050162,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050163,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050164,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050165,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0050166,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050167,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050168,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050169,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050170,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050171,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050102,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050103,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050104,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050105,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050106,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050107,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050108,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050109,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050110,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050111,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050112,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050113,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050114,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050115,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050116,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050117,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050118,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050119,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050120,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050121,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050122,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050123,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050124,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050125,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050126,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050127,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050128,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050129,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050130,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050131,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050132,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050133,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050134,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050135,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050136,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050137,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050002,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050003,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050004,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050005,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050006,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050007,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050008,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050009,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050010,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050011,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050012,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050013,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050014,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050015,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050016,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050017,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050019,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050020,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050022,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050023,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050024,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050025,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050026,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050027,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050028,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050029,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050030,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050031,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050032,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050033,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050034,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050035,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050036,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050037,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050038,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050039,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050040,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050041,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050042,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050043,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050044,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050045,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050046,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050047,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050048,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050049,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050050,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050051,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050052,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050053,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050054,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050055,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050056,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050057,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050058,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050059,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050060,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051556,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051557,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051558,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051559,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051560,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051561,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051562,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051563,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051564,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051565,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051566,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051567,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051568,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051569,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051570,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051571,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051572,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051573,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051574,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051575,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051576,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051577,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051578,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051579,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051580,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051581,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051582,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051583,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051584,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051585,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050182,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050183,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050184,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050185,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050186,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050187,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050188,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050189,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050190,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050191,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050192,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050193,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050194,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050195,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050196,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050197,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050198,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050199,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050200,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050201,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050202,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050203,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050204,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050205,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050206,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050207,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050208,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050209,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050210,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050211,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050212,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050213,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050214,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050215,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050216,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050217,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051160,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051161,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051162,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051163,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051164,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051165,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051166,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051167,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051168,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051169,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051170,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051171,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051172,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051173,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051174,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051175,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051176,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051177,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051178,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051179,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051180,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051181,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051182,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051183,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051184,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051185,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051186,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051187,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051188,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051189,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051190,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051191,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051192,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051193,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051194,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051195,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051196,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051197,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051198,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051199,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050232,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050233,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050234,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050235,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050236,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050237,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050238,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050239,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050240,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050241,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050242,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050243,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050244,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050245,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050246,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050247,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050248,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050249,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050250,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050251,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050252,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050253,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050254,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050255,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050257,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050259,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050260,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050261,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050262,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050263,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050264,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050265,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050266,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050267,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050268,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050269,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050270,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050271,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051132,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051133,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051134,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051135,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051136,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051137,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051138,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051139,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051140,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051141,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051142,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051201,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051202,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051203,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051204,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051205,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051206,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051207,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051208,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051209,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051210,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051211,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051212,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051213,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051214,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051215,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051216,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051217,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051218,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051219,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051220,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051221,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051222,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0051223,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
